Title,Address,Halal,Muslim Owned,Food Court,Mixed Food Court,Type of Food,Latitude,Longitude,Ratings,Review
Habib's Rojak @ 503 West Coast Drive,503 West Coast Drive Singapore 120503,No,Yes,No,Yes,Indian,1.311803089,103.7597514,3.9,76.0
Habib's Express @ 785 Woodlands Rise,785e Woodlands Rise Singapore 730785 #01-16,No,Yes,No,Yes,"Indian, Opens 24 Hours",1.4470867,103.8049969,1.4,29.0
Habib's Express @ Sumang Walk,218 Sumang Walk Singapore 821217 #01-10,No,Yes,No,Yes,Indian,1.402986,103.8950209,4.1,12.0
Selera Sumang @ Punggol Walk,"308c Punggol Walk, Singapore 823308 #01-308",No,Yes,No,Yes,"Singaporean, Malay, Indonesian",1.408006949,103.8990744,4.0,150.0
Penyet King @ Northpoint City,1 North Point Drive Singapore 768019 #02-101,Yes,No,No,Yes,"Indonesian, Ayam Penyet",1.4279029,103.8361777,1.0,1.0
Penyet King @ Vivo City (Kopitiam),1 Harbourfront Walk Singapore 098585  #B2-39 (S9),Yes,No,No,Yes,"Indonesian, Ayam Penyet",1.2642932,103.8223047,2.0,23.0
Penyet King @ Junction 8,9 Bishan Place Singapore 579837  04-01 (S3),Yes,No,No,Yes,"Indonesian, Ayam Penyet",1.3504813,103.8487605,3.1,11.0
Penyet King @ Bagus Causeway Point,1 Woodlands Square Singapore 738099  #07-03 (S06),Yes,No,No,Yes,"Indonesian, Ayam Penyet",1.4360701,103.7859816,1.0,7.0
Penyet King @ Fork And Spoon HDB Hub,470 Lorong 6 Toa Payoh Singapore 310470  #02-70 (S1),Yes,No,No,Yes,"Indonesian, Ayam Penyet",1.3320348,103.8493387,2.3,19.0
Penyet King @ CookHouse Waterway Point,83 Punggol Central Singapore 828761 #02-20/21 (S8),Yes,No,No,Yes,"Indonesian, Ayam Penyet",1.4064847,103.9021057,3.3,17.0
D'Rubina @ Punggol,10 Tebing Lane Singapore 828849,Yes,No,Yes,No,"Singaporean, Indian, Thai, Malay",1.3930428,103.9174014,3.5,386.0
Pondok Pantai Timor Ayam Penyet,Blk 301 Ubi Avenue 1 (Inside Ubi 301 Food House) Singapore 400301,No,Yes,No,Yes,"Malay, Vegetarian, Chicken, Indonesian, Nasi Ayam Penyet",1.3306881,103.9019531,4.3,30.0
Jasmin Stall Mee Goreng,"2 Seah Im Road, Seah Imm Food Centre, Stall 786, Singapore 099114",No,Yes,No,Yes,"Chicken, Seafood, Asian, Malay, Indian",1.2665682,103.8192481,2.9,10.0
Brisket King Beef Noodle (S13) @ Food Republic City Square Mall,180 Kitchener Road Singapore 208539 Level 4 Food Republic Food Court,Yes,No,Yes,No,Chinese,1.3114211,103.8566241,3.4,36.0
Fatty Bom Bom Sizzle @ 506 Bukit Batok,"Blk 506 Bukit Batok Street 52, Singapore 650506",Yes,No,No,Yes,"Western, American, Beverages, Dessert, Chicken, Seafood, Italian, Beef, Lamb, Meat",1.3522484,103.7546638,3.8,250.0
Wareong Esmeralda,"3026 Ubi Rd 1, Singapore 408719",No,Yes,Yes,No,"Malay, Chicken, Seafood, Vegetarian",1.327823875,103.8948354,4.9,8.0
Pondok Daun Upeh,"929 Tampines Street 91, Singapore 520929",No,Yes,Yes,No,"Malay, Chicken, Seafood",1.346391724,103.939614,3.5,94.0
1983 A Taste of Nanyang @ SMU Li Ka Shing Library,"70 Stamford Road, Singapore 178901 #01-21",Yes,No,Yes,No,"Asian, Beverages, Dessert, Chicken, Seafood, Vegetarian",1.296656789,103.8501058,4.2,9.0
D'Rubina @ Yishun,"461 Yishun Ave 6,  Singapore 760461 #01-13",Yes,No,Yes,No,"Singaporean, Indian, Thai, Malay",1.4284134,103.8499737,3.4,134.0
D'Rubina @ 340 Ang Mo Kio Ave 1,"340 Ang Mo Kio Ave 1, Singapore 560340 #06-01",Yes,No,Yes,No,"Singaporean, Indian, Thai, Malay",1.364450499,103.849464,3.4,37.0
D'Rubina @ Sembawang,592 Sembawang Road Singapore 758451,Yes,No,Yes,No,"Singaporean, Indian, Thai, Malay, Opens 24 Hours",1.440614763,103.8249854,4.0,1563.0
Al Habib Indian Muslim Food @ Blk 312A Sumang Link,"Blk 312a Sumang Link, Punggol Parcvista, Singapore 821312 #01-05",No,Yes,No,Yes,"Chicken, Vegetarian, Indian",1.4108193,103.9003717,3.4,79.0
Al Habib Indian Muslim Food @ Blk 291 Yishun,"Blk 291 Yishun Street 22, Singapore 760291 #01-369",No,Yes,No,Yes,"Chicken, Vegetarian, Indian",1.4357609,103.8367239,3.8,75.0
Dapur Bonda Khadijah,"166 Jalan Besar, Berseh Food Center, Singapore 208877  #01-10",No,Yes,Yes,No,"Malay, Vegetarian, Chicken, Seafood",1.3073442,103.8568888,5.0,2.0
DJ Muslim Seafood & Satay Grill,"38a Margaret Dr,  Singapore 142038 #02-22",No,Yes,Yes,No,"Malay, Chicken, Seafood",1.2974259,103.8047105,4.4,25.0
Al-Amin Food Paradise @ Newton Circus Food Centre,"500 Clemenceau Avenue, Singapore 229495 #01-26",No,Yes,Yes,No,"Indian, Beverages, Chicken, Soup Tulang",1.311892405,103.8395628,3.7,23.0
Aiman Cafe @ Jurong East,"235 Jurong East Street 21, Singapore 600235",No,Yes,Yes,No,"Beverages, Chicken, Western, Malay, Italian, Vegetarian, Seafood",1.339975979,103.74216,4.2,2663.0
Uncle Penyet Fusion @ Geylang Serai,"1 Geylang Serai, Singapore 402001",Yes,No,Yes,No,"Malay, Indonesian, Chicken, Vegetarian, Nasi Ayam Penyet",1.316678856,103.8981027,3.7,24.0
Raimah Eating House,"56 Jalan Kembangan, Singapore 419120",No,Yes,Yes,No,"Malay, Western, Beverages, Chicken, Seafood",1.322403883,103.9138785,4.2,706.0
Afghanistan Family Restaurant,"201e Tampines Street 23, Singapore 527201 #01-56",No,Yes,Yes,No,"Malay, Chicken, Seafood, Beverages, Vegetarian",1.352921625,103.9538583,4.1,1699.0
Ahmad Spring Satay @ East Coast Lagoon Food Village,"1220 East Coast Parkway,  Singapore 468960 #01-58",No,Yes,Yes,No,"Chicken, Satay, BBQ Chicken",1.3072611,103.9347998,3.2,18.0
Mak's Place,"401 Changi Rd, Singapore 419847",No,Yes,Yes,No,"Western, Chicken, Seafood, Vegetarian, Chinese",1.319011766,103.911066,4.1,809.0
The Bread Gang,"235 Jurong East Street 21, Aiman Cafe, Singapore 600235",No,Yes,Yes,No,"Western, Chicken",1.339976,103.74216,3.7,59.0
Western stall @ Raimah Eating House,"56 Jalan Kembangan, Seafood Western, Singapore 419120",No,Yes,Yes,No,"Western, Beverages, Vegetarian, Chicken, Seafood, Meat, Italian",1.3224039,103.9138785,4.2,706.0
Lawa Bintang @ Tampines Street 93,"9008 Tampines Street 93, Singapore 528843",No,Yes,Yes,No,"Chicken, Malay, Seafood, Nasi Lemak Lobster",1.341710152,103.9425856,4.0,436.0
Boon Lay Power Nasi Lemak @ Causeway Point,"1 Woodlands Square, Causeway Point Singapore 738099 #B1-K15",No,Yes,Yes,No,"Asian, Beverages, Chicken, Seafood, Malay, Nasi Lemak",1.4360701,103.7859816,2.8,49.0
Boon Lay Power Nasi Lemak @ Novena Square 2,"10 Sinaran Drive, Singapore 307506 #B1-125",No,Yes,Yes,No,"Asian, Beverages, Chicken, Seafood, Malay, Nasi Lemak",1.320441031,103.8441926,3.0,59.0
Boon Lay Power Nasi Lemak @ Boon Lay,"Blk 221a/b, Boon Lay Place, Singapore 641221 #01-106",No,Yes,Yes,No,"Asian, Beverages, Chicken, Seafood, Malay, Nasi Lemak",1.3452241,103.7128007,3.9,3759.0
Pak Mandor Nasi Lemak,"645 Yishun Street 61, Singapore 760645  #01-320",No,Yes,Yes,No,"Chicken, Beverages, Asian, Malay, Nasi Lemak",1.421901781,103.8386056,4.3,357.0
Asli Village,"1 Pasir Ris Close, Market Square @Downtown East, E! Avenue Singapore 519599 #02-333",No,Yes,Yes,No,"Asian, Beverages, Dessert, Western, Seafood, Chicken",1.3766569,103.9556829,4.0,151.0
Warong Wak Nakem @ Marine Parade Food Centre,"Blk 50a Marine Terrace, Singapore 441050 #01-311",No,Yes,Yes,No,"Malay, Chicken, Seafood, Vegetarian, Nasi Nakem, Nasi Sambal Goreng",1.305729736,103.915737,4.2,15.0
Fatty Bom Bom Sizzle @ 167 Woodlands St 11,"167 Woodlands St 11, St11 Coffee House Singapore 730167",Yes,No,No,Yes,"Western, American, Beverages, Dessert, Chicken, Seafood, Italian, Beef, Lamb, Meat",1.4335938,103.7758841,3.3,329.0
Fatty Bom Bom Sizzle @ 978 Toa Payoh North,"Blk 978 Toa Payoh North, Green Marks Buildings Singapore 319001 #02-01",Yes,No,No,Yes,"Western, American, Beverages, Dessert, Chicken, Seafood, Italian, Beef, Lamb, Meat",1.3431374,103.8513939,3.4,232.0
Warong Hjh Kamisah,"49 Sims Pl, #01-13, Singapore 380049",No,Yes,Yes,No,"Indonesian, Malay, Chicken, Vegetarian, Lontong, Mee Rebus, Mee Soto, Nasi Sambal Goreng, Ayam Penyet, Ikan Penyet",1.3170351,103.8793099,4.7,21.0
